number_of_trucks,number_of_loaders,unload_points,external_scale_load,road_delay_percent,total_trips,total_tons,average_cycle_time,avg_travel_time,avg_road_delay_time,avg_wait_tare,avg_wait_loader,avg_wait_gross,avg_wait_unload,max_wait_tare,max_wait_loader,max_wait_gross,max_wait_unload,loader_utilization,scale_internal_utilization,scale_utilization,unload_utilization,bottleneck
17,1,1,5,5,89,2448.8,233.2,21.95,0.56,7.22,14.69,2.33,158.34,55.1,97.3,38.0,226.8,65.61,43.54,47.92,84.65,unload
18,1,1,5,5,88,2420.4,250.4,22.02,0.54,8.53,15.86,2.75,172.6,60.0,101.8,42.5,242.7,64.71,43.54,47.92,84.39,unload
19,1,1,5,5,89,2441.9,261.6,22.45,0.54,8.4,21.1,2.89,178.2,57.0,110.4,44.4,256.8,66.28,43.96,48.33,84.93,unload
20,1,1,5,5,89,2447.4,276.1,22.15,0.51,9.57,20.94,3.22,191.73,60.5,113.8,47.5,276.1,66.97,44.38,48.75,84.67,unload
4,1,1,5,15,68,1871.2,62.2,23.45,1.72,1.47,2.38,0.26,6.36,47.5,60.0,3.0,69.1,43.57,29.58,33.96,64.15,unload
5,1,1,5,15,84,2310.2,63.8,22.97,1.52,3.77,1.04,1.77,5.72,60.4,24.9,59.2,66.1,54.26,36.46,40.83,79.95,unload
6,1,1,5,15,91,2505.8,72.9,23.05,1.6,4.02,2.81,0.96,13.42,59.0,60.0,6.6,74.5,59.33,39.38,43.75,87.03,unload
7,1,1,5,15,92,2531.7,86.0,23.14,1.55,3.49,2.39,1.61,26.92,62.0,60.0,59.3,87.4,61.39,40.62,45.0,86.7,unload
8,1,1,5,15,92,2529.5,101.1,23.24,1.57,4.37,3.44,1.02,40.56,57.4,60.0,14.6,97.8,61.31,40.83,45.21,86.63,unload
9,1,1,5,15,91,2501.3,116.4,23.25,1.63,3.99,3.37,1.85,55.5,62.4,60.0,62.6,113.6,62.35,41.04,45.42,85.87,unload
10,1,1,5,15,91,2504.0,130.8,22.95,1.49,4.84,4.59,1.36,68.57,56.6,60.0,18.2,127.7,62.74,41.46,45.83,86.08,unload
11,1,1,5,15,92,2534.3,144.8,23.19,1.53,5.24,3.87,1.32,82.88,60.5,59.4,21.2,138.9,62.25,41.88,46.25,86.42,unload
12,1,1,5,15,91,2505.9,160.3,22.71,1.57,4.96,5.46,1.89,96.79,62.5,64.2,60.0,152.5,63.22,41.88,46.25,85.99,unload
13,1,1,5,15,91,2494.0,175.1,23.33,1.67,5.54,6.14,2.93,108.67,60.8,69.5,61.1,171.1,63.6,42.29,46.67,85.95,unload
14,1,1,5,15,91,2499.2,188.6,22.9,1.47,5.68,9.14,1.83,120.47,59.2,78.6,30.1,182.5,65.15,42.71,47.08,85.94,unload
15,1,1,5,15,90,2472.6,203.4,23.54,1.75,6.02,11.22,2.55,131.4,54.1,87.2,61.7,194.7,65.22,42.92,47.29,85.49,unload
16,1,1,5,15,90,2473.0,218.1,23.41,1.71,6.78,11.8,2.6,144.95,57.3,92.0,60.0,205.6,65.52,43.12,47.5,84.94,unload
17,1,1,5,15,89,2448.1,233.4,23.1,1.6,7.83,14.03,2.43,157.41,60.8,96.7,39.0,222.2,65.83,43.54,47.92,84.61,unload
18,1,1,5,15,89,2451.5,247.6,23.31,1.77,7.87,16.61,3.65,167.58,60.0,106.2,61.4,235.6,66.42,43.96,48.33,84.51,unload
19,1,1,5,15,90,2477.4,259.4,22.81,1.35,8.94,18.59,3.41,177.21,62.5,109.0,61.7,248.4,67.18,44.38,48.75,85.08,unload
20,1,1,5,15,89,2445.7,275.7,23.23,1.73,9.01,21.26,3.91,189.72,57.0,114.2,62.1,268.0,67.4,44.38,48.75,84.23,unload
4,1,1,5,30,68,1873.6,63.3,24.63,3.35,3.19,1.64,0.23,5.05,56.6,60.0,3.8,60.0,43.49,29.38,33.75,64.34,unload
5,1,1,5,30,82,2251.1,65.9,24.24,3.17,3.16,1.82,0.45,7.6,55.5,60.0,5.4,68.9,54.05,35.62,40.0,77.29,unload
6,1,1,5,30,92,2525.2,71.8,24.29,3.1,3.77,2.04,1.04,12.27,61.5,60.0,6.5,71.8,59.58,39.79,44.17,86.67,unload
7,1,1,5,30,92,2528.9,86.6,24.67,3.08,4.29,2.22,1.65,25.23,60.9,60.0,60.0,85.7,60.9,40.21,44.58,86.97,unload
8,1,1,5,30,92,2530.0,101.3,25.11,3.37,3.7,3.5,0.87,39.75,55.1,60.0,11.4,101.7,60.6,40.62,45.0,86.96,unload
9,1,1,5,30,92,2530.1,115.2,24.98,3.5,4.53,3.93,1.23,52.1,58.4,60.0,15.2,115.2,61.95,41.46,45.83,86.31,unload
10,1,1,5,30,90,2469.9,132.8,24.98,3.19,4.42,3.81,1.27,69.68,62.2,60.0,18.5,127.1,61.11,40.83,45.21,86.33,unload
11,1,1,5,30,92,2525.1,144.2,24.54,3.01,5.04,5.28,1.62,79.42,58.8,60.0,21.3,138.7,62.61,41.88,46.25,86.19,unload
12,1,1,5,30,90,2471.8,160.8,24.76,3.17,5.49,4.87,1.57,95.69,61.3,65.1,24.9,151.6,62.73,41.88,46.25,85.31,unload
13,1,1,5,30,90,2477.3,177.1,24.3,2.91,5.87,7.67,1.71,108.75,53.8,72.9,26.0,168.5,63.61,41.88,46.25,86.03,unload
14,1,1,5,30,89,2450.4,192.6,24.8,3.3,6.47,6.92,3.23,122.51,62.5,75.6,60.0,181.6,63.51,42.08,46.46,85.33,unload
15,1,1,5,30,90,2478.8,203.5,24.36,3.0,7.04,8.76,2.86,132.01,61.5,86.3,60.0,193.0,64.78,43.12,47.5,85.03,unload
16,1,1,5,30,89,2453.4,219.8,24.81,3.1,6.68,10.46,2.92,146.43,59.1,87.7,61.5,209.5,64.97,43.12,47.5,84.53,unload
17,1,1,5,30,89,2445.2,234.1,24.52,3.22,7.73,13.08,3.17,157.13,57.2,95.9,59.9,225.1,64.98,43.33,47.71,84.67,unload
18,1,1,5,30,89,2445.5,248.5,25.06,3.46,8.48,15.85,2.7,167.77,63.0,103.0,42.8,236.1,66.01,43.54,47.92,84.72,unload
19,1,1,5,30,89,2446.0,262.3,24.49,3.12,8.45,18.31,3.58,178.89,55.7,105.5,59.3,255.5,65.9,43.96,48.33,85.08,unload
20,1,1,5,30,89,2443.4,275.0,24.54,3.16,9.17,22.22,3.24,187.22,57.9,116.9,47.2,271.6,67.73,44.38,48.75,84.45,unload
4,1,2,5,0,71,1952.9,59.4,21.48,0.0,3.81,2.43,0.26,2.51,60.3,60.0,2.9,60.0,46.83,30.63,35.0,33.9,loader
5,1,2,5,0,89,2447.2,59.4,21.49,0.0,3.87,1.54,1.06,2.85,62.0,23.5,60.9,60.0,57.51,38.54,42.92,42.42,loader
6,1,2,5,0,105,2890.0,60.9,21.29,0.0,3.21,3.57,0.68,3.66,60.1,66.6,15.9,60.0,67.42,45.21,49.58,49.73,loader
7,1,2,5,0,118,3246.8,63.4,21.55,0.0,3.35,4.92,1.34,3.67,55.0,60.0,61.5,60.0,77.59,51.25,55.62,55.59,loader
8,1,2,5,0,133,3658.6,64.6,21.76,0.0,3.61,5.98,0.97,3.83,60.2,64.0,15.0,60.0,86.73,57.5,61.88,62.54,loader
9,1,2,5,0,138,3796.2,71.7,21.79,0.0,3.7,11.93,1.49,4.2,58.0,71.9,60.0,66.9,89.62,59.58,63.96,66.07,loader
10,1,2,5,0,138,3793.4,81.6,21.67,0.0,3.87,22.29,1.24,4.1,61.4,87.1,60.0,60.0,89.69,59.79,64.17,64.7,loader
11,1,2,5,0,140,3849.8,90.4,21.24,0.0,4.37,31.18,0.98,4.19,61.3,88.0,20.7,60.0,89.56,60.62,65.0,65.41,loader
12,1,2,5,0,139,3820.2,100.1,21.13,0.0,4.23,40.62,1.58,4.18,60.7,98.2,59.1,63.4,89.53,60.83,65.21,65.8,loader
13,1,2,5,0,139,3823.4,109.8,21.39,0.0,4.86,49.06,1.94,4.02,60.0,109.3,62.3,60.6,89.99,61.04,65.42,66.22,loader
14,1,2,5,0,138,3795.8,120.2,21.5,0.0,4.27,59.49,1.41,5.0,53.9,117.5,30.7,63.5,89.58,60.83,65.21,65.1,loader
15,1,2,5,0,139,3826.2,128.6,21.57,0.0,5.32,66.5,2.1,4.62,60.0,126.3,60.0,60.2,89.73,61.67,66.04,66.24,loader
16,1,2,5,0,138,3798.7,139.1,21.47,0.0,5.71,77.28,1.6,4.53,60.0,136.3,35.8,60.0,89.59,61.25,65.62,64.96,loader
17,1,2,5,0,137,3768.6,149.8,21.66,0.0,5.45,86.44,2.61,4.96,59.8,146.6,62.1,60.0,89.56,61.04,65.42,65.79,loader
18,1,2,5,0,136,3738.1,159.7,21.45,0.0,6.26,95.89,2.43,4.97,59.0,154.4,60.0,60.2,89.88,61.25,65.62,64.97,loader
19,1,2,5,0,138,3793.8,167.7,21.41,0.0,6.57,103.5,2.21,5.61,60.0,166.2,45.3,61.6,89.79,61.67,66.04,64.55,loader
20,1,2,5,0,138,3801.3,176.0,21.03,0.0,7.8,110.45,2.55,5.65,61.1,172.6,48.7,62.7,89.47,62.08,66.46,65.73,loader
4,1,2,5,5,70,1925.6,59.7,21.91,0.49,2.83,2.37,0.52,3.78,54.0,60.0,3.4,60.0,44.83,30.63,35.0,33.19,loader
5,1,2,5,5,88,2419.9,60.3,21.86,0.54,2.03,4.13,0.42,3.39,50.1,65.9,3.5,60.0,56.66,37.92,42.29,41.75,loader
6,1,2,5,5,102,2804.2,62.5,21.99,0.47,3.24,4.56,1.21,3.13,58.9,64.6,60.0,60.0,66.28,44.38,48.75,48.14,loader
7,1,2,5,5,118,3241.0,63.4,21.9,0.55,3.46,4.33,0.82,4.23,62.5,60.0,9.1,60.0,77.39,51.25,55.62,56.46,loader
8,1,2,5,5,134,3683.2,64.5,21.78,0.46,3.23,5.86,1.08,4.02,59.9,71.7,59.6,60.1,86.41,57.5,61.88,63.44,loader
9,1,2,5,5,138,3799.3,71.4,22.26,0.56,3.49,11.73,1.0,4.44,60.6,71.8,15.3,60.0,89.26,60.0,64.38,65.89,loader
10,1,2,5,5,138,3794.3,81.5,22.24,0.56,3.39,21.28,1.56,4.43,60.0,82.1,60.0,60.0,89.65,59.79,64.17,65.76,loader
11,1,2,5,5,139,3825.1,90.3,22.33,0.54,4.1,29.36,2.04,4.22,60.0,91.8,62.4,61.0,90.11,60.62,65.0,65.09,loader
12,1,2,5,5,139,3825.7,100.4,22.13,0.52,4.53,38.51,1.38,5.32,62.3,96.2,23.8,60.0,89.62,60.83,65.21,65.77,loader
13,1,2,5,5,138,3794.6,110.8,21.85,0.5,4.04,49.91,2.11,4.25,57.5,110.8,60.0,64.4,89.72,60.62,65.0,65.91,loader
14,1,2,5,5,139,3821.0,119.2,22.36,0.55,5.25,55.91,1.55,5.72,61.7,114.0,30.6,61.2,90.01,61.25,65.62,65.89,loader
15,1,2,5,5,139,3828.3,129.1,21.99,0.52,5.1,67.02,2.04,4.46,59.2,127.2,59.8,62.3,89.78,61.25,65.62,65.68,loader
16,1,2,5,5,137,3764.6,139.8,21.95,0.49,5.93,76.68,1.84,4.93,60.0,135.0,36.1,60.0,89.68,61.04,65.42,65.08,loader
17,1,2,5,5,137,3764.2,148.8,22.21,0.59,5.11,85.01,2.32,5.47,57.9,143.2,60.0,60.0,89.8,61.25,65.62,66.08,loader
18,1,2,5,5,139,3827.2,157.2,22.32,0.59,6.06,92.32,2.04,5.92,58.4,153.6,41.7,60.0,89.73,61.88,66.25,65.69,loader
19,1,2,5,5,138,3792.7,167.8,22.08,0.57,6.81,102.04,2.21,5.97,62.7,160.8,44.3,63.0,89.72,61.67,66.04,65.88,loader
20,1,2,5,5,138,3793.5,176.8,22.07,0.54,7.77,109.06,2.53,6.86,59.6,172.2,48.9,69.1,89.83,61.88,66.25,65.12,loader
4,1,2,5,15,69,1894.2,61.5,22.84,1.76,3.82,2.69,0.32,3.0,60.0,60.0,4.2,60.0,45.22,30.0,34.38,33.36,loader
5,1,2,5,15,87,2395.3,60.6,22.74,1.61,3.42,2.15,0.37,3.55,60.0,60.0,5.0,60.0,57.38,37.71,42.08,40.65,loader
6,1,2,5,15,102,2801.0,62.8,22.91,1.56,3.3,3.4,0.55,4.26,58.8,61.8,15.0,65.1,66.1,44.17,48.54,47.81,loader
7,1,2,5,15,117,3215.3,64.6,23.04,1.58,2.83,4.55,0.68,4.96,58.0,60.0,15.0,62.4,75.6,50.42,54.79,55.45,loader
8,1,2,5,15,130,3573.9,66.8,23.1,1.58,3.53,6.5,1.11,4.05,60.6,70.9,15.0,60.0,83.94,56.04,60.42,61.52,loader
9,1,2,5,15,136,3738.3,72.6,23.06,1.52,3.57,12.09,1.38,4.06,61.1,72.7,61.0,60.0,89.65,59.17,63.54,64.32,loader
10,1,2,5,15,137,3763.0,81.7,22.63,1.51,4.16,20.63,1.48,4.25,60.8,80.7,60.9,61.6,89.92,60.0,64.38,65.24,loader
11,1,2,5,15,137,3768.0,92.1,23.26,1.62,4.6,30.32,2.04,3.34,60.8,91.8,61.0,60.0,89.99,59.79,64.17,64.79,loader
12,1,2,5,15,138,3801.4,101.2,23.17,1.59,4.62,39.19,1.42,4.33,58.6,98.0,24.9,60.5,89.47,60.42,64.79,65.51,loader
13,1,2,5,15,138,3799.8,110.8,23.47,1.75,4.79,47.89,1.82,4.3,58.4,107.2,59.4,60.0,89.55,60.62,65.0,65.68,loader
14,1,2,5,15,138,3801.4,120.3,23.09,1.68,5.51,56.91,1.61,4.7,60.8,116.9,29.0,67.9,89.54,60.62,65.0,65.68,loader
15,1,2,5,15,137,3773.9,130.8,23.17,1.71,6.26,66.27,2.33,4.18,60.8,124.1,62.7,60.0,89.78,60.83,65.21,65.04,loader
16,1,2,5,15,138,3789.1,139.2,23.32,1.58,6.37,74.68,1.74,4.61,62.2,134.4,36.8,61.6,90.06,61.25,65.62,65.21,loader
17,1,2,5,15,138,3793.7,148.7,23.0,1.6,6.64,82.12,2.77,5.72,62.5,140.2,60.0,60.0,89.47,61.46,65.83,65.44,loader
18,1,2,5,15,139,3822.4,157.5,23.05,1.52,6.22,91.82,2.5,5.54,61.6,151.8,42.7,64.1,89.63,61.88,66.25,65.22,loader
19,1,2,5,15,138,3794.9,167.5,23.01,1.59,7.37,100.21,2.49,5.97,60.4,161.5,45.2,62.0,90.1,61.88,66.25,65.0,loader
20,1,2,5,15,139,3821.9,176.2,23.27,1.63,7.78,107.5,2.98,6.16,61.9,169.4,63.0,63.1,89.65,62.29,66.67,65.69,loader
4,1,2,5,30,68,1870.6,62.8,24.56,3.25,2.93,2.59,0.31,3.79,52.6,60.0,4.8,60.0,44.6,29.38,33.75,32.5,loader
5,1,2,5,30,84,2305.0,63.7,24.71,3.07,3.2,3.31,0.27,3.81,59.3,60.0,3.0,60.0,54.07,36.46,40.83,39.7,loader
6,1,2,5,30,99,2723.1,65.5,24.97,3.31,2.69,3.53,1.25,4.45,55.1,60.0,62.2,65.0,64.44,42.71,47.08,47.59,loader
7,1,2,5,30,113,3106.0,67.1,25.02,3.36,2.88,4.88,1.25,4.58,55.0,62.7,60.0,60.0,73.53,49.17,53.54,53.39,loader
8,1,2,5,30,127,3494.4,68.6,24.93,3.29,3.81,6.22,1.37,3.85,60.0,69.2,60.6,60.0,82.91,55.0,59.38,59.65,loader
9,1,2,5,30,136,3746.5,72.9,24.69,3.18,3.57,10.17,1.17,4.7,59.1,69.5,15.8,62.1,88.9,59.17,63.54,64.72,loader
10,1,2,5,30,139,3821.4,80.8,24.65,3.25,3.97,17.43,1.74,4.52,59.5,79.6,60.0,62.3,89.84,60.62,65.0,65.98,loader
11,1,2,5,30,140,3844.5,90.1,24.96,3.26,4.43,26.06,1.92,4.26,55.8,85.3,61.4,62.5,89.72,61.04,65.42,66.36,loader
12,1,2,5,30,139,3820.7,100.6,24.73,3.31,4.5,37.06,1.7,4.23,58.6,98.3,60.9,60.0,89.7,60.62,65.0,64.83,loader
13,1,2,5,30,139,3827.5,110.1,24.92,3.16,4.89,45.16,1.3,5.39,61.2,103.4,26.5,60.4,90.08,60.83,65.21,65.79,loader
14,1,2,5,30,137,3767.8,121.1,25.32,3.33,4.31,55.88,1.59,5.52,56.6,119.7,30.7,62.4,89.88,60.42,64.79,64.9,loader
15,1,2,5,30,137,3769.4,130.8,24.8,3.32,5.61,64.63,1.95,5.21,63.6,124.9,33.9,63.9,89.53,60.42,64.79,65.35,loader
16,1,2,5,30,139,3825.3,138.4,25.04,3.42,6.3,71.78,2.21,4.54,62.2,131.9,60.0,63.3,89.51,61.67,66.04,65.83,loader
17,1,2,5,30,136,3740.6,151.1,24.45,3.08,6.08,84.14,2.94,4.84,59.7,146.9,60.0,60.0,89.91,60.62,65.0,64.95,loader
18,1,2,5,30,137,3768.4,159.5,24.93,3.44,6.98,90.39,2.4,6.26,61.9,151.3,62.5,64.2,89.97,61.25,65.62,64.87,loader
19,1,2,5,30,138,3789.9,167.8,24.6,3.22,7.09,98.57,2.94,6.06,59.8,160.9,62.5,62.1,89.51,61.67,66.04,65.81,loader
20,1,2,5,30,138,3795.4,176.3,25.11,3.43,7.96,105.31,2.63,6.73,64.6,167.9,47.5,72.0,89.83,62.29,66.67,65.72,loader
4,1,3,5,0,72,1983.9,58.2,21.59,0.0,3.48,2.21,0.34,2.3,54.0,60.0,2.9,60.0,46.23,31.04,35.42,22.49,loader
5,1,3,5,0,88,2422.4,60.0,21.34,0.0,3.15,2.65,1.93,2.42,54.6,60.2,60.0,60.0,57.04,37.92,42.29,27.72,loader
6,1,3,5,0,104,2862.9,61.7,21.47,0.0,3.77,3.84,1.0,2.88,57.5,66.7,59.9,60.0,66.95,44.79,49.17,33.21,loader
7,1,3,5,0,119,3272.2,62.7,21.43,0.0,3.68,4.98,1.18,3.07,60.5,60.4,59.0,60.0,76.91,51.25,55.62,37.26,loader
8,1,3,5,0,133,3656.5,64.8,21.36,0.0,3.64,6.3,1.48,3.48,59.0,66.5,59.1,60.0,85.87,57.5,61.88,42.29,loader
9,1,3,5,0,138,3794.3,72.0,21.9,0.0,3.74,13.31,0.93,3.53,59.4,76.3,15.4,60.0,89.65,59.79,64.17,43.57,loader
10,1,3,5,0,138,3793.7,81.5,21.58,0.0,3.98,22.76,1.85,2.96,57.1,81.4,60.0,60.0,89.65,59.79,64.17,43.24,loader
11,1,3,5,0,138,3791.0,91.4,21.47,0.0,3.85,32.57,1.44,3.5,58.4,95.2,60.0,60.0,89.85,60.0,64.38,43.66,loader
12,1,3,5,0,139,3822.4,100.1,21.4,0.0,5.34,40.01,1.35,3.45,62.2,99.8,24.1,60.0,89.9,61.04,65.42,43.88,loader
13,1,3,5,0,138,3794.0,110.8,21.25,0.0,4.55,51.78,1.74,3.02,54.4,111.8,62.3,60.0,89.6,60.62,65.0,43.12,loader
14,1,3,5,0,137,3762.9,120.9,21.49,0.0,4.35,60.82,1.26,4.35,61.9,119.1,29.7,60.0,89.85,60.62,65.0,43.62,loader
15,1,3,5,0,137,3769.1,129.9,21.65,0.0,5.65,68.5,1.77,3.8,60.0,126.9,32.6,60.0,90.01,60.83,65.21,43.6,loader
16,1,3,5,0,137,3769.6,139.6,21.51,0.0,5.97,78.39,1.78,3.5,60.0,139.5,35.8,60.0,89.83,61.04,65.42,43.11,loader
17,1,3,5,0,138,3793.6,148.4,21.43,0.0,6.08,86.02,2.33,4.01,62.3,143.0,62.7,60.0,89.47,61.46,65.83,43.49,loader
18,1,3,5,0,139,3824.3,156.8,21.56,0.0,6.75,94.39,2.5,3.06,61.0,153.6,60.2,60.0,90.04,62.08,66.46,44.17,loader
19,1,3,5,0,139,3825.0,166.2,21.6,0.0,7.48,102.29,2.77,3.56,60.7,160.5,62.3,60.0,89.53,62.08,66.46,44.06,loader
20,1,3,5,0,139,3826.7,175.0,21.28,0.0,8.05,111.55,2.67,3.1,60.5,173.5,48.9,60.0,89.61,62.5,66.88,43.92,loader
4,1,3,5,5,70,1928.1,60.3,21.81,0.5,3.86,2.72,0.5,2.85,60.0,60.0,9.4,60.0,45.61,30.42,34.79,21.99,loader
5,1,3,5,5,86,2363.3,61.4,22.25,0.52,2.56,4.36,0.48,3.07,50.6,65.0,4.4,60.0,56.67,37.5,41.88,27.31,loader
6,1,3,5,5,103,2834.7,62.0,21.79,0.53,3.38,4.98,0.54,2.95,58.1,66.3,6.5,60.0,66.19,44.58,48.96,32.69,loader
7,1,3,5,5,119,3268.4,62.9,22.46,0.53,3.51,4.28,0.74,3.35,55.5,60.4,15.0,60.0,77.67,51.46,55.83,37.66,loader
8,1,3,5,5,133,3659.4,64.9,21.83,0.57,3.47,6.81,0.66,3.52,60.0,62.6,11.2,60.0,86.63,57.29,61.67,42.0,loader
9,1,3,5,5,138,3797.6,71.8,22.0,0.52,3.77,12.81,0.98,3.79,59.0,70.7,14.8,60.0,89.68,59.79,64.17,43.29,loader
10,1,3,5,5,138,3794.2,81.4,22.29,0.56,3.95,21.51,1.0,4.07,61.3,80.3,17.7,60.0,90.01,60.21,64.58,43.56,loader
11,1,3,5,5,139,3822.6,90.0,21.99,0.51,4.05,31.15,1.41,2.89,57.6,93.2,59.6,60.0,89.92,60.83,65.21,44.28,loader
12,1,3,5,5,138,3791.5,101.0,21.98,0.52,4.72,41.38,1.2,3.28,60.0,98.3,24.6,60.0,89.93,60.42,64.79,43.58,loader
13,1,3,5,5,138,3792.0,110.4,22.13,0.52,4.56,50.39,1.34,3.51,60.5,109.3,27.7,60.0,90.08,60.62,65.0,43.67,loader
14,1,3,5,5,139,3826.8,120.1,21.9,0.51,4.82,59.52,2.15,3.16,60.0,118.8,60.0,60.0,89.96,61.04,65.42,43.48,loader
15,1,3,5,5,138,3792.8,130.0,22.12,0.55,5.91,68.4,2.19,3.04,60.9,128.5,60.0,60.0,89.49,60.83,65.21,43.06,loader
16,1,3,5,5,138,3800.4,138.6,21.55,0.53,5.72,77.01,1.83,3.99,60.0,137.1,35.8,60.0,89.89,61.46,65.83,43.93,loader
17,1,3,5,5,140,3849.5,146.9,22.14,0.54,6.44,83.9,2.45,3.46,61.0,140.4,60.0,60.0,89.83,62.08,66.46,44.34,loader
18,1,3,5,5,138,3787.1,157.2,21.83,0.57,6.78,94.75,2.06,3.32,59.7,151.6,41.4,60.0,89.82,61.88,66.25,43.73,loader
19,1,3,5,5,138,3798.4,166.4,21.97,0.58,7.71,102.0,2.97,3.21,62.6,164.6,60.0,60.0,89.72,62.29,66.67,44.47,loader
20,1,3,5,5,138,3791.4,176.1,22.31,0.53,7.16,111.55,3.37,3.33,62.0,171.7,60.0,60.0,89.99,62.29,66.67,43.12,loader
4,1,3,5,15,70,1927.1,61.1,23.29,1.52,2.36,2.18,1.96,2.91,59.4,60.1,60.0,60.0,44.88,30.0,34.38,21.78,loader
5,1,3,5,15,87,2388.5,61.1,23.07,1.79,3.21,2.47,1.06,2.77,60.0,60.0,61.1,60.0,55.67,37.5,41.88,27.69,loader
6,1,3,5,15,101,2778.9,63.5,23.22,1.73,3.25,4.75,0.59,3.23,56.8,66.8,6.6,60.0,65.74,43.96,48.33,32.0,loader
7,1,3,5,15,116,3187.6,64.6,23.08,1.63,2.82,4.88,0.91,4.45,59.7,63.9,15.8,60.0,75.47,50.21,54.58,36.93,loader
8,1,3,5,15,131,3604.9,65.9,23.42,1.73,3.04,6.0,1.38,3.58,53.2,63.7,60.0,60.0,85.64,56.67,61.04,40.97,loader
9,1,3,5,15,136,3743.0,73.0,23.1,1.67,4.69,12.34,0.96,3.42,62.3,68.9,15.0,60.0,89.05,58.75,63.12,42.65,loader
10,1,3,5,15,138,3792.0,81.6,23.16,1.65,4.42,20.58,1.45,3.32,60.0,76.8,18.7,60.0,89.41,60.0,64.38,43.9,loader
11,1,3,5,15,139,3831.2,90.6,23.0,1.68,4.02,29.82,2.26,3.08,59.5,93.8,60.0,60.0,89.55,60.62,65.0,43.65,loader
12,1,3,5,15,138,3794.8,101.2,23.02,1.6,4.89,39.5,1.79,3.47,60.9,101.2,62.6,60.0,89.49,60.42,64.79,43.67,loader
13,1,3,5,15,139,3819.6,110.0,23.35,1.6,4.86,47.82,2.06,3.37,64.3,107.0,62.1,60.0,89.81,60.83,65.21,43.87,loader
14,1,3,5,15,138,3794.0,120.1,23.19,1.62,5.1,57.51,2.55,3.16,57.8,115.7,60.8,60.0,90.01,61.04,65.42,44.11,loader
15,1,3,5,15,139,3825.1,128.7,23.12,1.51,5.98,65.26,2.43,3.42,60.8,122.4,60.0,60.0,89.63,61.46,65.83,43.9,loader
16,1,3,5,15,138,3792.2,139.0,22.94,1.55,6.48,76.06,2.22,2.96,61.0,132.9,60.7,60.0,89.78,61.46,65.83,43.4,loader
17,1,3,5,15,138,3797.0,149.1,22.93,1.64,5.85,85.86,2.5,3.53,58.1,150.5,61.8,60.0,89.94,61.25,65.62,43.16,loader
18,1,3,5,15,138,3791.6,157.9,23.28,1.62,6.68,93.14,2.56,3.65,60.3,151.3,59.7,60.0,89.53,61.46,65.83,43.62,loader
19,1,3,5,15,137,3773.4,168.6,23.4,1.72,7.34,103.2,2.25,3.81,59.7,166.2,45.0,60.0,89.94,61.67,66.04,43.37,loader
20,1,3,5,15,138,3789.3,176.7,23.13,1.43,8.07,110.03,3.27,3.71,62.8,169.5,60.0,60.0,89.75,61.88,66.25,43.19,loader
4,1,3,5,30,68,1867.8,63.1,25.0,3.12,3.19,1.47,1.4,3.52,59.9,19.1,60.0,60.0,44.42,29.17,33.54,21.53,loader
5,1,3,5,30,85,2339.0,62.8,24.5,3.11,2.72,2.64,0.99,3.51,56.8,60.0,59.4,60.0,55.31,36.88,41.25,26.35,loader
6,1,3,5,30,100,2745.0,64.4,24.8,3.2,3.17,3.52,0.59,3.75,55.8,60.0,16.4,60.0,65.17,43.33,47.71,31.68,loader
7,1,3,5,30,114,3137.8,66.5,24.61,3.21,2.63,5.57,0.67,4.49,55.3,60.0,8.5,60.0,74.12,49.17,53.54,35.94,loader
8,1,3,5,30,128,3521.3,67.8,24.59,3.17,3.24,6.21,1.17,4.01,60.0,63.2,59.9,60.0,83.19,55.42,59.79,40.8,loader
9,1,3,5,30,138,3794.4,71.9,24.63,2.95,3.82,10.31,0.69,4.02,60.3,71.1,14.3,60.0,89.01,59.58,63.96,43.5,loader
10,1,3,5,30,138,3785.4,81.5,24.98,3.41,4.11,18.9,1.04,4.12,61.8,76.9,17.6,60.0,90.01,60.0,64.38,43.37,loader
11,1,3,5,30,139,3820.6,90.4,24.47,2.98,4.49,27.7,1.82,3.42,62.4,88.1,61.3,60.0,90.0,60.62,65.0,44.06,loader
12,1,3,5,30,138,3794.3,101.2,24.85,3.46,4.39,37.44,2.34,3.44,59.8,98.3,62.8,60.0,89.61,60.42,64.79,43.72,loader
13,1,3,5,30,138,3800.7,110.7,24.64,3.2,4.67,47.71,1.56,3.64,62.2,109.3,27.6,60.0,90.08,60.62,65.0,43.48,loader
14,1,3,5,30,138,3792.1,120.0,24.38,3.24,5.01,56.2,1.82,4.05,59.4,115.7,30.3,60.0,89.94,60.83,65.21,44.06,loader
15,1,3,5,30,136,3741.9,131.1,24.87,3.39,5.98,66.5,1.73,3.68,61.9,126.0,32.2,60.0,89.48,60.62,65.0,42.51,loader
16,1,3,5,30,138,3790.0,138.7,24.65,3.29,6.58,73.08,2.42,3.63,63.0,132.2,59.2,60.0,89.67,61.67,66.04,43.49,loader
17,1,3,5,30,138,3800.3,148.3,24.82,3.11,6.59,82.24,2.61,3.58,61.7,143.9,59.5,60.0,89.62,61.67,66.04,43.89,loader
18,1,3,5,30,137,3766.7,158.8,24.67,3.32,7.03,92.45,2.93,3.08,59.2,150.9,60.1,60.0,89.63,61.46,65.83,43.54,loader
